Time,Temperature,VerticalWind,Icing,Altitude,Latitude,Longitude,DewPoint
20-Jun-2021 22:03:01,14.4099426269531,-0.572808504104614,1.11908137798309,2491.3662109375,39.9010314941406,-95.5798721313477,10.4001045227051
20-Jun-2021 22:03:02,14.1671266555786,0.239646688103676,1.12336921691895,2502.11938476562,39.899974822998,-95.5795135498047,10.1761894226074
20-Jun-2021 22:03:03,13.8763065338135,-1.08385133743286,1.15521478652954,2512.89721679688,39.8988876342773,-95.5790710449219,10.6705226898193
20-Jun-2021 22:03:04,13.8061923980713,2.05380296707153,1.26768898963928,2523.486328125,39.897834777832,-95.5785827636719,11.3562393188477
20-Jun-2021 22:03:05,13.7475776672363,4.7929744720459,1.31715881824493,2534.98901367188,39.8967437744141,-95.5780410766602,11.4961347579956
20-Jun-2021 22:03:06,13.8673782348633,4.69984817504883,1.34967577457428,2547.61840820312,39.8957748413086,-95.5774383544922,11.7411956787109
20-Jun-2021 22:03:07,13.9435586929321,4.69036865234375,1.35475695133209,2560.91455078125,39.8947143554688,-95.576774597168,12.405816078186
20-Jun-2021 22:03:08,14.0754261016846,5.59289836883545,1.34238195419312,2574.84887695312,39.8937301635742,-95.5760726928711,12.4943981170654
20-Jun-2021 22:03:09,14.0540571212769,5.25234079360962,1.3380331993103,2588.7548828125,39.8927345275879,-95.5753402709961,12.6731042861938
20-Jun-2021 22:03:10,14.010760307312,4.78752183914185,1.35379564762115,2601.88134765625,39.8917770385742,-95.5745544433594,13.7501888275146
20-Jun-2021 22:03:11,14.0799598693848,4.99929475784302,1.35678648948669,2614.2080078125,39.8908042907715,-95.57373046875,13.6075258255005
20-Jun-2021 22:03:12,14.1767473220825,3.42111802101135,1.35077440738678,2625.84985351562,39.8899040222168,-95.5728378295898,14.4019403457642
20-Jun-2021 22:03:13,14.1115236282349,1.63284957408905,1.36514842510223,2636.26123046875,39.8889808654785,-95.571891784668,14.8957033157349
20-Jun-2021 22:03:14,13.7707099914551,1.01864683628082,1.32756543159485,2645.54272460938,39.8881034851074,-95.5709457397461,14.7207231521606
20-Jun-2021 22:03:15,13.5468196868896,0.388241589069366,1.34270238876343,2654.13134765625,39.8872222900391,-95.5699005126953,15.6436796188354
20-Jun-2021 22:03:16,13.3791341781616,-1.15643763542175,1.28690016269684,2661.87377929688,39.886417388916,-95.5689010620117,16.1456756591797
20-Jun-2021 22:03:17,13.3097295761108,-1.13477635383606,1.24811172485352,2669.23461914062,39.885612487793,-95.567741394043,16.1662006378174
